Area,Country,Month_abbr,Year,Rate,Visitor_Arrivals,Month
East Asia,South Korea,Feb.,2015,0.231853045,321576.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Feb.,2015,0.002023098,2806.0,2
East Asia,Taiwan,Feb.,2015,0.200165539,277626.0,2
Southeast Asia & India,Thailand,Feb.,2015,0.031750953,44038.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Feb.,2015,0.01281199,17770.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Feb.,2015,0.042651599,59157.0,2
Southeast Asia & India,Vietnam,Feb.,2015,0.006841473,9489.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Mar.,2015,0.019122093,29178.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Mar.,2015,0.014180679,21638.0,3
East Asia,China,Mar.,2015,0.221590965,338121.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,France,Mar.,2015,0.011855462,18090.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Mar.,2015,0.012041584,18374.0,3
East Asia,Hong Kong,Mar.,2015,0.076823261,117223.0,3
Southeast Asia & India,India,Mar.,2015,0.005392302,8228.0,3
Southeast Asia & India,Indonesia,Mar.,2015,0.012807044,19542.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Mar.,2015,0.005812387,8869.0,3
Southeast Asia & India,Malaysia,Mar.,2015,0.018476563,28193.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Mar.,2015,0.002333737,3561.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Mar.,2015,0.004696309,7166.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Mar.,2015,0.00831193,12683.0,3
Others,Others,Mar.,2015,0.036155554,55169.0,3
Southeast Asia & India,Philippines,Mar.,2015,0.017554472,26786.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Mar.,2015,0.003606446,5503.0,3
Southeast Asia & India,Singapore,Mar.,2015,0.015169617,23147.0,3
East Asia,South Korea,Mar.,2015,0.175738705,268156.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Mar.,2015,0.004148429,6330.0,3
East Asia,Taiwan,Mar.,2015,0.182146815,277934.0,3
Southeast Asia & India,Thailand,Mar.,2015,0.060580164,92438.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Mar.,2015,0.016518348,25205.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Mar.,2015,0.06265831,95609.0,3
Southeast Asia & India,Vietnam,Mar.,2015,0.012278824,18736.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Apr.,2015,0.019300829,34060.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Apr.,2015,0.012391971,21868.0,4
East Asia,China,Apr.,2015,0.229916172,405731.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,France,Apr.,2015,0.015382863,27146.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Apr.,2015,0.008874642,15661.0,4
East Asia,Hong Kong,Apr.,2015,0.067775038,119602.0,4
Southeast Asia & India,India,Apr.,2015,0.005215644,9204.0,4
Southeast Asia & India,Indonesia,Apr.,2015,0.013239712,23364.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Apr.,2015,0.005894516,10402.0,4
Southeast Asia & India,Malaysia,Apr.,2015,0.016748541,29556.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Apr.,2015,0.001660914,2931.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Apr.,2015,0.004568505,8062.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Apr.,2015,0.006223186,10982.0,4
Others,Others,Apr.,2015,0.036720876,64801.0,4
Southeast Asia & India,Philippines,Apr.,2015,0.020781542,36673.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Apr.,2015,0.002950658,5207.0,4
Southeast Asia & India,Singapore,Apr.,2015,0.014072152,24833.0,4
East Asia,South Korea,Apr.,2015,0.172618889,304619.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Apr.,2015,0.003099126,5469.0,4
East Asia,Taiwan,Apr.,2015,0.189914268,335140.0,4
Southeast Asia & India,Thailand,Apr.,2015,0.066827564,117930.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Apr.,2015,0.015327896,27049.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Apr.,2015,0.054338692,95891.0,4
Southeast Asia & India,Vietnam,Apr.,2015,0.016155803,28510.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,May,2015,0.015122425,24827.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,May,2015,0.012613493,20708.0,5
East Asia,China,May,2015,0.235829921,387170.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,France,May,2015,0.012379594,20324.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,May,2015,0.008734667,14340.0,5
East Asia,Hong Kong,May,2015,0.073474753,120626.0,5
Southeast Asia & India,India,May,2015,0.006900022,11328.0,5
Southeast Asia & India,Indonesia,May,2015,0.011487245,18859.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,May,2015,0.004795539,7873.0,5
Southeast Asia & India,Malaysia,May,2015,0.015713264,25797.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,May,2015,0.001966823,3229.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,May,2015,0.002882318,4732.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,May,2015,0.004732801,7770.0,5
Others,Others,May,2015,0.031303488,51392.0,5
Southeast Asia & India,Philippines,May,2015,0.016961944,27847.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,May,2015,0.002603954,4275.0,5
Southeast Asia & India,Singapore,May,2015,0.014979893,24593.0,5
East Asia,South Korea,May,2015,0.192107248,315389.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,May,2015,0.003397627,5578.0,5
East Asia,Taiwan,May,2015,0.206901362,339677.0,5
Southeast Asia & India,Thailand,May,2015,0.049347215,81015.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,May,2015,0.012110366,19882.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,United States,May,2015,0.056150387,92184.0,5
Southeast Asia & India,Vietnam,May,2015,0.007503652,12319.0,5
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jun.,2015,0.014164916,22695.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jun.,2015,0.010438785,16725.0,6
East Asia,China,Jun.,2015,0.288508661,462248.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jun.,2015,0.008425925,13500.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jun.,2015,0.00657659,10537.0,6
East Asia,Hong Kong,Jun.,2015,0.085516272,137014.0,6
Southeast Asia & India,India,Jun.,2015,0.005360137,8588.0,6
Southeast Asia & India,Indonesia,Jun.,2015,0.010684697,17119.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jun.,2015,0.004000754,6410.0,6
Southeast Asia & India,Malaysia,Jun.,2015,0.011562241,18525.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jun.,2015,0.002094623,3356.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jun.,2015,0.001884286,3019.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jun.,2015,0.005390095,8636.0,6
Others,Others,Jun.,2015,0.028019633,44893.0,6
Southeast Asia & India,Philippines,Jun.,2015,0.011620911,18619.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jun.,2015,0.00234428,3756.0,6
Southeast Asia & India,Singapore,Jun.,2015,0.018204367,29167.0,6
East Asia,South Korea,Jun.,2015,0.156974356,251504.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jun.,2015,0.003288607,5269.0,6
East Asia,Taiwan,Jun.,2015,0.215480858,345243.0,6
Southeast Asia & India,Thailand,Jun.,2015,0.027081547,43390.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jun.,2015,0.010509937,16839.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Jun.,2015,0.06372683,102103.0,6
Southeast Asia & India,Vietnam,Jun.,2015,0.008140692,13043.0,6
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jul.,2015,0.013238419,25396.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jul.,2015,0.010304135,19767.0,7
East Asia,China,Jul.,2015,0.300709566,576868.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jul.,2015,0.011626622,22304.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jul.,2015,0.007217117,13845.0,7
East Asia,Hong Kong,Jul.,2015,0.08273334,158712.0,7
Southeast Asia & India,India,Jul.,2015,0.004323494,8294.0,7
Southeast Asia & India,Indonesia,Jul.,2015,0.013307228,25528.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jul.,2015,0.005193509,9963.0,7
Southeast Asia & India,Malaysia,Jul.,2015,0.010401615,19954.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jul.,2015,0.00249693,4790.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jul.,2015,0.002443238,4687.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jul.,2015,0.007661769,14698.0,7
Others,Others,Jul.,2015,0.035372475,67857.0,7
Southeast Asia & India,Philippines,Jul.,2015,0.008535433,16374.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jul.,2015,0.002627771,5041.0,7
Southeast Asia & India,Singapore,Jul.,2015,0.008962883,17194.0,7
East Asia,South Korea,Jul.,2015,0.179215432,343799.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jul.,2015,0.005130956,9843.0,7
East Asia,Taiwan,Jul.,2015,0.188537998,361683.0,7
Southeast Asia & India,Thailand,Jul.,2015,0.027029394,51852.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jul.,2015,0.013730507,26340.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Jul.,2015,0.051190186,98201.0,7
Southeast Asia & India,Vietnam,Jul.,2015,0.008009984,15366.0,7
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Aug.,2015,0.009839171,17878.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Aug.,2015,0.009773129,17758.0,8
East Asia,China,Aug.,2015,0.325537982,591510.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,France,Aug.,2015,0.011666886,21199.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Aug.,2015,0.007377452,13405.0,8
East Asia,Hong Kong,Aug.,2015,0.077855921,141466.0,8
Southeast Asia & India,India,Aug.,2015,0.004777045,8680.0,8
Southeast Asia & India,Indonesia,Aug.,2015,0.005380779,9777.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Aug.,2015,0.009167743,16658.0,8
Southeast Asia & India,Malaysia,Aug.,2015,0.006769865,12301.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Aug.,2015,0.001555291,2826.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Aug.,2015,0.002280103,4143.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Aug.,2015,0.003270184,5942.0,8
Others,Others,Aug.,2015,0.033226327,60373.0,8
Southeast Asia & India,Philippines,Aug.,2015,0.008141889,14794.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Aug.,2015,0.002655993,4826.0,8
Southeast Asia & India,Singapore,Aug.,2015,0.006943225,12616.0,8
East Asia,South Korea,Aug.,2015,0.215171189,390971.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Aug.,2015,0.007440742,13520.0,8
East Asia,Taiwan,Aug.,2015,0.172771066,313929.0,8
Southeast Asia & India,Thailand,Aug.,2015,0.017219925,31289.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Aug.,2015,0.011263479,20466.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Aug.,2015,0.042336283,76926.0,8
Southeast Asia & India,Vietnam,Aug.,2015,0.00757833,13770.0,8
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Sep.,2015,0.021530721,34712.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Sep.,2015,0.010980593,17703.0,9
East Asia,China,Sep.,2015,0.304675948,491201.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,France,Sep.,2015,0.009475204,15276.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Sep.,2015,0.009019928,14542.0,9
East Asia,Hong Kong,Sep.,2015,0.071480851,115242.0,9
Southeast Asia & India,India,Sep.,2015,0.005643192,9098.0,9
Southeast Asia & India,Indonesia,Sep.,2015,0.007973537,12855.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Sep.,2015,0.005190397,8368.0,9
Southeast Asia & India,Malaysia,Sep.,2015,0.013216037,21307.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Sep.,2015,0.001947019,3139.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Sep.,2015,0.004178121,6736.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Sep.,2015,0.004568269,7365.0,9
Others,Others,Sep.,2015,0.033997474,54811.0,9
Southeast Asia & India,Philippines,Sep.,2015,0.009826896,15843.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Sep.,2015,0.002615047,4216.0,9
Southeast Asia & India,Singapore,Sep.,2015,0.011608924,18716.0,9
East Asia,South Korea,Sep.,2015,0.187100548,301645.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Sep.,2015,0.004716513,7604.0,9
East Asia,Taiwan,Sep.,2015,0.187877123,302897.0,9
Southeast Asia & India,Thailand,Sep.,2015,0.021327893,34385.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Sep.,2015,0.014079449,22699.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Sep.,2015,0.047313374,76279.0,9
Southeast Asia & India,Vietnam,Sep.,2015,0.009656943,15569.0,9
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Oct.,2015,0.016192842,29621.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Oct.,2015,0.011973115,21902.0,10
East Asia,China,Oct.,2015,0.243574332,445562.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,France,Oct.,2015,0.013049503,23871.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Oct.,2015,0.010299219,18840.0,10
East Asia,Hong Kong,Oct.,2015,0.07056386,129080.0,10
Southeast Asia & India,India,Oct.,2015,0.005313063,9719.0,10
Southeast Asia & India,Indonesia,Oct.,2015,0.009158323,16753.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Oct.,2015,0.005571637,10192.0,10
Southeast Asia & India,Malaysia,Oct.,2015,0.015573468,28488.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Oct.,2015,0.00181439,3319.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Oct.,2015,0.002656258,4859.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Oct.,2015,0.006463798,11824.0,10
Others,Others,Oct.,2015,0.036336999,66470.0,10
Southeast Asia & India,Philippines,Oct.,2015,0.014041159,25685.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Oct.,2015,0.002859072,5230.0,10
Southeast Asia & India,Singapore,Oct.,2015,0.013778758,25205.0,10
East Asia,South Korea,Oct.,2015,0.202727325,370842.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Oct.,2015,0.004581622,8381.0,10
East Asia,Taiwan,Oct.,2015,0.187835551,343601.0,10
Southeast Asia & India,Thailand,Oct.,2015,0.047013965,86001.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Oct.,2015,0.014334172,26221.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Oct.,2015,0.052593801,96208.0,10
Southeast Asia & India,Vietnam,Oct.,2015,0.011693768,21391.0,10
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Nov.,2015,0.017882917,29463.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Nov.,2015,0.012622986,20797.0,11
East Asia,China,Nov.,2015,0.220296804,362950.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,France,Nov.,2015,0.009879518,16277.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Nov.,2015,0.008936299,14723.0,11
East Asia,Hong Kong,Nov.,2015,0.079376043,130776.0,11
Southeast Asia & India,India,Nov.,2015,0.005770386,9507.0,11
Southeast Asia & India,Indonesia,Nov.,2015,0.008617037,14197.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Nov.,2015,0.004378016,7213.0,11
Southeast Asia & India,Malaysia,Nov.,2015,0.023963461,39481.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Nov.,2015,0.001890686,3115.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Nov.,2015,0.002724652,4489.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Nov.,2015,0.005601651,9229.0,11
Others,Others,Nov.,2015,0.033208704,54713.0,11
Southeast Asia & India,Philippines,Nov.,2015,0.014835969,24443.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Nov.,2015,0.003394738,5593.0,11
Southeast Asia & India,Singapore,Nov.,2015,0.023188978,38205.0,11
East Asia,South Korea,Nov.,2015,0.218412188,359845.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Nov.,2015,0.003043307,5014.0,11
East Asia,Taiwan,Nov.,2015,0.179963582,296499.0,11
Southeast Asia & India,Thailand,Nov.,2015,0.04621711,76145.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Nov.,2015,0.013096416,21577.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Nov.,2015,0.053841765,88707.0,11
Southeast Asia & India,Vietnam,Nov.,2015,0.008856787,14592.0,11
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Dec.,2015,0.027837214,49359.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Dec.,2015,0.012390518,21970.0,12
East Asia,China,Dec.,2015,0.195718306,347034.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,France,Dec.,2015,0.008039456,14255.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Dec.,2015,0.005737312,10173.0,12
East Asia,Hong Kong,Dec.,2015,0.088783676,157425.0,12
Southeast Asia & India,India,Dec.,2015,0.003770169,6685.0,12
Southeast Asia & India,Indonesia,Dec.,2015,0.016531219,29312.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Dec.,2015,0.004738513,8402.0,12
Southeast Asia & India,Malaysia,Dec.,2015,0.028347611,50264.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Dec.,2015,0.001787799,3170.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Dec.,2015,0.001717866,3046.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Dec.,2015,0.00431948,7659.0,12
Others,Others,Dec.,2015,0.034572197,61301.0,12
Southeast Asia & India,Philippines,Dec.,2015,0.018430121,32679.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Dec.,2015,0.002206832,3913.0,12
Southeast Asia & India,Singapore,Dec.,2015,0.037786851,67001.0,12
East Asia,South Korea,Dec.,2015,0.23441936,415656.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Dec.,2015,0.00274712,4871.0,12
East Asia,Taiwan,Dec.,2015,0.14991061,265811.0,12
Southeast Asia & India,Thailand,Dec.,2015,0.052719203,93478.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Dec.,2015,0.010946744,19410.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Dec.,2015,0.05070807,89912.0,12
Southeast Asia & India,Vietnam,Dec.,2015,0.005833752,10344.0,12
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jan.,2016,0.030279794,56075.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jan.,2016,0.009547518,17681.0,1
East Asia,China,Jan.,2016,0.256556122,475115.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jan.,2016,0.006521428,12077.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jan.,2016,0.005215738,9659.0,1
East Asia,Hong Kong,Jan.,2016,0.067504907,125012.0,1
Southeast Asia & India,India,Jan.,2016,0.005203859,9637.0,1
Southeast Asia & India,Indonesia,Jan.,2016,0.007416727,13735.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jan.,2016,0.002780395,5149.0,1
Southeast Asia & India,Malaysia,Jan.,2016,0.01071497,19843.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jan.,2016,0.001235491,2288.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jan.,2016,0.001819758,3370.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jan.,2016,0.004422497,8190.0,1
Others,Others,Jan.,2016,0.025688281,47572.0,1
Southeast Asia & India,Philippines,Jan.,2016,0.010177683,18848.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jan.,2016,0.002298726,4257.0,1
Southeast Asia & India,Singapore,Jan.,2016,0.00814625,15086.0,1
East Asia,South Korea,Jan.,2016,0.278033582,514889.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jan.,2016,0.001629142,3017.0,1
East Asia,Taiwan,Jan.,2016,0.173315982,320963.0,1
Southeast Asia & India,Thailand,Jan.,2016,0.033001331,61115.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jan.,2016,0.009512418,17616.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Jan.,2016,0.040989905,75909.0,1
Southeast Asia & India,Vietnam,Jan.,2016,0.007987494,14792.0,1
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Feb.,2016,0.018958694,35858.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Feb.,2016,0.009248298,17492.0,2
East Asia,China,Feb.,2016,0.263777939,498903.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,France,Feb.,2016,0.007667438,14502.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Feb.,2016,0.005963386,11279.0,2
East Asia,Hong Kong,Feb.,2016,0.080278105,151836.0,2
Southeast Asia & India,India,Feb.,2016,0.003782962,7155.0,2
Southeast Asia & India,Indonesia,Feb.,2016,0.006326614,11966.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Feb.,2016,0.002841319,5374.0,2
Southeast Asia & India,Malaysia,Feb.,2016,0.015816536,29915.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Feb.,2016,0.001089155,2060.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Feb.,2016,0.001348754,2551.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Feb.,2016,0.004053665,7667.0,2
Others,Others,Feb.,2016,0.022904501,43321.0,2
Southeast Asia & India,Philippines,Feb.,2016,0.009786002,18509.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Feb.,2016,0.001692948,3202.0,2
Southeast Asia & India,Singapore,Feb.,2016,0.010761483,20354.0,2
East Asia,South Korea,Feb.,2016,0.259517547,490845.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Feb.,2016,0.001600952,3028.0,2
East Asia,Taiwan,Feb.,2016,0.18450651,348971.0,2
Southeast Asia & India,Thailand,Feb.,2016,0.032418214,61315.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Feb.,2016,0.010604454,20057.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Feb.,2016,0.035749653,67616.0,2
Southeast Asia & India,Vietnam,Feb.,2016,0.009304871,17599.0,2
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Mar.,2016,0.020782265,41763.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Mar.,2016,0.013247742,26622.0,3
East Asia,China,Mar.,2016,0.247843049,498053.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,France,Mar.,2016,0.011008435,22122.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Mar.,2016,0.010506332,21113.0,3
East Asia,Hong Kong,Mar.,2016,0.080094549,160954.0,3
Southeast Asia & India,India,Mar.,2016,0.004838397,9723.0,3
Southeast Asia & India,Indonesia,Mar.,2016,0.013350253,26828.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Mar.,2016,0.005318106,10687.0,3
Southeast Asia & India,Malaysia,Mar.,2016,0.019020676,38223.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Mar.,2016,0.002213928,4449.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Mar.,2016,0.004010848,8060.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Mar.,2016,0.007640517,15354.0,3
Others,Others,Mar.,2016,0.032426165,65162.0,3
Southeast Asia & India,Philippines,Mar.,2016,0.018673335,37525.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Mar.,2016,0.002455276,4934.0,3
Southeast Asia & India,Singapore,Mar.,2016,0.016403672,32964.0,3
East Asia,South Korea,Mar.,2016,0.186139683,374057.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Mar.,2016,0.004329825,8701.0,3
East Asia,Taiwan,Mar.,2016,0.163419671,328400.0,3
Southeast Asia & India,Thailand,Mar.,2016,0.049609116,99692.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Mar.,2016,0.017290438,34746.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Mar.,2016,0.057827374,116207.0,3
Southeast Asia & India,Vietnam,Mar.,2016,0.011550347,23211.0,3
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Apr.,2016,0.019050803,39658.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Apr.,2016,0.011086628,23079.0,4
East Asia,China,Apr.,2016,0.247329943,514866.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,France,Apr.,2016,0.01632226,33978.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Apr.,2016,0.00866985,18048.0,4
East Asia,Hong Kong,Apr.,2016,0.06112561,127245.0,4
Southeast Asia & India,India,Apr.,2016,0.00556421,11583.0,4
Southeast Asia & India,Indonesia,Apr.,2016,0.01497288,31169.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Apr.,2016,0.005772694,12017.0,4
Southeast Asia & India,Malaysia,Apr.,2016,0.018272592,38038.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Apr.,2016,0.001528561,3182.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Apr.,2016,0.004348856,9053.0,4
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Apr.,2016,0.005225064,10877.0,4
Others,Others,Apr.,2016,0.037917622,78933.0,4
